c0_answer,c0_correct,candidate_answer,candidate_changed_from_c0,candidate_correct,candidate_first_pass_record_sha256,gold_answer_post_run_join,legacy_answer,legacy_correct,legacy_execution_valid,legacy_failure_type,order,pack,query_family,question_id
yes,True,yes,False,True,e747af0738fe729b6d2998a5e28503d51c2c1b735c4f172d35643e176bcfe433,yes,yes,True,True,,797,clean_holdout_natural,marginal,cladder:27902
no,True,no,False,True,07a9f4de3ac0bb05c499868f9f7d8dd0c9d539c79ae4629d6f37cbcbffcc498e,no,no,True,True,,798,clean_holdout_natural,ate,cladder:15670
no,True,no,False,True,b0bf48ece1647b2298b0bd55d4e08b3ed38b0bfba976f46c4b95f21e3b2c8aec,no,no,True,True,,799,clean_holdout_natural,ate,cladder:23399
no,True,no,False,True,d7df10dadba160a259a14c353b6d9085d96caf6049817fe9e000c8cca55ff979,no,no,True,True,,800,clean_holdout_natural,ett,cladder:27561
no,True,no,False,True,707c30490f94fd25283fe3250d543e22a2ef36ccfd8a15de912a8c8c0680e46e,no,no,True,True,,801,clean_holdout_natural,ett,cladder:7289
yes,True,yes,False,True,ddee42bde497f83361877e8bfeb2f55c05d9af8e97b2649206f079d6e509ad19,yes,yes,True,True,,802,clean_holdout_natural,ett,cladder:29301
no,True,no,False,True,c14fdff609bb1dc2bcab3bc450336b9c6a2e875cc82ec2c99187df3a96dab715,no,no,True,True,,803,clean_holdout_natural,marginal,cladder:17236
no,True,no,False,True,13f4b3d5e1e2c661cbdec30f5654b98067aa7be7dc00107f64e4eac0a17ca608,no,no,True,True,,804,clean_holdout_natural,marginal,cladder:11723
no,True,no,False,True,75bf45b39e8abcbd886cc5807c9ef9ee6a42e5199d93c9d304f2289a7b4c37be,no,no,True,True,,805,clean_holdout_natural,ate,cladder:22002
no,True,no,False,True,1876795cd3618686e7135280f919bb200a05f3dcd9ff0147092e6612966599ed,no,no,True,True,,806,clean_holdout_natural,nie,cladder:27648
yes,True,yes,False,True,151a659cb6ec124303419b5aa3bfcb4c19aff91bc47a0f6ddfdedd7a2b91cbe5,yes,yes,True,True,,807,clean_holdout_natural,correlation,cladder:3504
yes,True,yes,False,True,ea52ee325213ca63b21208b8927891fde9fa1b9a7c1ace36153631e4b948502f,yes,yes,True,True,,808,clean_holdout_natural,ate,cladder:9422
yes,True,yes,False,True,5c28cd5902cf95070cfead914195fefe063f1cccafe5877da28ff45e5950359c,yes,yes,True,True,,809,clean_holdout_natural,marginal,cladder:21602
yes,True,yes,False,True,21b9227a09dd02fba08ec76897281084882c31be502166d7afcd40f128e94af0,yes,yes,True,True,,810,clean_holdout_natural,correlation,cladder:16093
no,True,no,False,True,2985186dc62236fa953144d22efc8f170d0ab67a139089def50989706488359b,no,no,True,True,,811,clean_holdout_natural,ate,cladder:26865
no,True,no,False,True,db29c2abe8888df0f12ae9ba9e0a8e007338391397de197f1c0751a948f318af,no,no,True,True,,812,clean_holdout_natural,ate,cladder:5128
yes,True,yes,False,True,cfe729975872b0163a4f58c705d044e3c544a3712c7d283e698f88ce3197567b,yes,yes,True,True,,813,clean_holdout_natural,exp_away,cladder:26978
yes,True,yes,False,True,f2eb0bc9b3ad3ed7cafc79923b0866591a90f62dfde4bbe46685e9fd45735668,yes,yes,True,True,,814,clean_holdout_natural,ett,cladder:14063
no,True,no,False,True,57bbfd830cc6aa65eb867762595ff830482351bc602f6a14ff9bc2c99440e325,no,no,True,True,,815,clean_holdout_natural,marginal,cladder:21865
yes,True,yes,False,True,98aa070d0e8866751478a763629cf03d0f68fcc2dc834b983278c2b17a2ef184,yes,yes,True,True,,816,clean_holdout_natural,ett,cladder:10629
no,True,no,False,True,b9d654154ab4f8e41dde1aa97eba8404c26b02081e493471ade7514d205f0a20,no,no,True,True,,817,clean_holdout_natural,correlation,cladder:23441
no,True,no,False,True,5f8f7156184dede0888db52730215b345fd4f165ef11319d7688ba46a1d47627,no,no,True,True,,818,clean_holdout_natural,correlation,cladder:26109
yes,True,yes,False,True,c5bef0765e9134c41ab459069230d4bf025af862e95c2bc57728308487cf510f,yes,yes,True,True,,819,clean_holdout_natural,marginal,cladder:1752
yes,False,yes,False,False,1d33b7dca4a3c5c20fe00e9bf22bc7fee1fed87c3af887138c8e2cb38b809dc4,no,no,True,True,,820,clean_holdout_natural,det-counterfactual,cladder:30050
yes,True,yes,False,True,066b57b336c27db96527a91f7ef91cc76b5b1883d672fd289a8b05b352b56f57,yes,yes,True,True,,821,clean_holdout_natural,correlation,cladder:27381
yes,True,yes,False,True,0e98fbe5633e44ac3ca951813d3d0207aba519179416d385c3ec2fd6a047685e,yes,yes,True,True,,822,clean_holdout_natural,marginal,cladder:22766
no,True,no,False,True,3b8bf0ade1de585c453d4b3585a70455b1da34e488c3e944da3b676333ce945c,no,no,True,True,,823,clean_holdout_natural,marginal,cladder:6689
yes,True,yes,False,True,f44917641a181a7da427d2d798cf212e107547b547c88e49a2757eef473cec9b,yes,yes,True,True,,824,clean_holdout_natural,ate,cladder:13670
no,True,no,False,True,dcb0edd8d9423e32965b5816c70785d0bda45f9176803faeea3b50f961b09698,no,no,True,True,,825,clean_holdout_natural,collider_bias,cladder:17827
yes,True,yes,False,True,738179a4ab3f652b0baaa8f394f7e0c8b6a752ddab905b036ac48b2188161ea5,yes,yes,True,True,,826,clean_holdout_natural,backadj,cladder:14002
no,True,no,False,True,a8f388a7f4195c87c0cad1c27182d26f977359931cabf8c1de6c62d891e6c4a5,no,no,True,True,,827,clean_holdout_natural,nie,cladder:4325
yes,True,yes,False,True,3e9c92b396d5bf90064f17bc2c73dd59ad34af36eba1258be666fe547320f09e,yes,yes,True,True,,828,clean_holdout_natural,ate,cladder:23060
yes,True,yes,False,True,f8281c49f44c0501bb8cb67569c2af90db960b1d4202bb16a2231ee04662e1b6,yes,yes,True,True,,829,clean_holdout_natural,ate,cladder:8349
yes,True,yes,False,True,cd9b943a79882ec377f43d47ce029de5de4f15379453942fb898f7f5d5142cae,yes,yes,True,True,,830,clean_holdout_natural,correlation,cladder:15486
yes,True,yes,False,True,a8e1078b482f526e98a3de7047d43e500a0788378b9330a34afecbc14c54c7ae,yes,yes,True,True,,831,clean_holdout_natural,backadj,cladder:12052
no,True,no,False,True,db1df9c5ee445df82171447f12f78f2e2afee8456aede9ea9e631a6961fd9036,no,no,True,True,,832,clean_holdout_natural,marginal,cladder:17879
no,True,no,False,True,e79cf51054fd69fbcbd4f6b88c905d80dd1c3261274556ee53ff0b0e0bfbb0f0,no,no,True,True,,833,clean_holdout_natural,correlation,cladder:15155
no,True,no,False,True,1f656204630df188f89d35eced5a668c891631918bd843367e1d969d9c444d8c,no,no,True,True,,834,clean_holdout_natural,ett,cladder:308
yes,True,yes,False,True,efa4da5f292d2a03444ed1da38c546281e772814cc1167395293f1e1b81aa116,yes,yes,True,True,,835,clean_holdout_natural,ate,cladder:16264
yes,True,yes,False,True,03e2f5352064bbe28728d558292981cfc48566aed51da4c566f34ea84cd29dc8,yes,yes,True,True,,836,clean_holdout_natural,correlation,cladder:14963
yes,False,yes,False,False,509e3bb78564b2b3c907a2880f9d95f3803620bcba3ca68e6f59f1df11112dfe,no,yes,False,True,,837,clean_holdout_natural,det-counterfactual,cladder:20486
yes,True,yes,False,True,36a7738e2dbf788b26192ed413f84ee9f737e3b6bae70c3eed09fca436e6915a,yes,yes,True,True,,838,clean_holdout_natural,marginal,cladder:25085
no,True,no,False,True,e5f554ee9f6e2718be5f57201902882348711be98761ec9951d82d9ab2703088,no,no,True,True,,839,clean_holdout_natural,marginal,cladder:17652
no,True,no,False,True,698d4483457256ea469232e6d71734c1d20c7a59b5b839396a9fc9e92e4de1de,no,no,True,True,,840,clean_holdout_natural,ett,cladder:13560
no,True,no,False,True,c3208df8a9de8a428a8504c718f8dba40a3844610d9df48419ba9fcbbff38a10,no,no,True,True,,841,clean_holdout_natural,nie,cladder:10842
no,True,no,False,True,441ca3de452a56aade3485fcdd7973a17cd21f57108c69e587b0687fcd1e383b,no,yes,False,True,,842,clean_holdout_natural,ett,cladder:11194
yes,True,yes,False,True,b5753773fec11f058d3cfee3fce17827231d1ad24242e634f363a0a31f246c07,yes,yes,True,True,,843,clean_holdout_natural,marginal,cladder:27458
no,True,no,False,True,218b09a481386b99d6bc8ba99ba821736284f5032159a0c9285a2bfba8f967b6,no,no,True,True,,844,clean_holdout_natural,ett,cladder:5686
no,True,no,False,True,fcbd18a4dd282bac67b2f2ea8c6f00b1bdc8039885b0df6d0ed43c277bd9c859,no,no,True,True,,845,clean_holdout_natural,marginal,cladder:29153
no,True,no,False,True,41111fee38c1601ea34d3d2de648c1bb8211a2924b0777504bf14ca6c5e5495d,no,no,True,True,,846,clean_holdout_natural,ate,cladder:9467
no,True,no,False,True,6bcbd74562e8e73d51ea530514b9ddf365094bf00b99fd368de3484d7336738d,no,no,True,True,,847,clean_holdout_natural,collider_bias,cladder:13146
no,True,no,False,True,80b38ff1377a91f8277c60e2d585476a1bb7291eebc08643c1283a950d36b9d5,no,no,True,True,,848,clean_holdout_natural,ate,cladder:19663
no,True,no,False,True,e8d12f21c421033dbe213b31d6b77c6ffade6893d7c7782308e4f22c67ac040c,no,no,True,True,,849,clean_holdout_natural,nde,cladder:2437
no,True,no,False,True,947de23b82f14e4a402f87ff1785c6031740dc570560db7050c224f27580f1f4,no,no,True,True,,850,clean_holdout_natural,ett,cladder:17276
no,True,no,False,True,039682b57f9c41d201dba3ee284cbfc6124acd49fcdb208f20741b29062ff139,no,no,True,True,,851,clean_holdout_natural,marginal,cladder:3314
yes,True,yes,False,True,0b2e1461dfc4f2df51b1a65b75ae5c04c316b3ff068a8f881320d03235841584,yes,yes,True,True,,852,clean_holdout_natural,nie,cladder:12121
yes,True,yes,False,True,f172251c2737f1ce82094db55874321c75d26c74995385ac2a1806ad6ae6a459,yes,yes,True,True,,853,clean_holdout_natural,marginal,cladder:17284
yes,True,yes,False,True,e4298d95dbf8820e353b814a18745b4e66ff0c02505d08778f9ba0d4300b6a3a,yes,yes,True,True,,854,clean_holdout_natural,ate,cladder:22835
yes,True,yes,False,True,3097cf59304e2121a711d00c0a62a50dbb2b6ebf85319f5ea0ed98f18c99e516,yes,yes,True,True,,855,clean_holdout_natural,ate,cladder:25118
no,True,no,False,True,b1a1d87ee9c50d26f1472626cc422a7d8844287d10e76023bbc8520095bd6a36,no,no,True,True,,856,clean_holdout_natural,ate,cladder:4702
no,True,no,False,True,9d72bd0ec10d20e70dcfae1a4ee7d2a3d7f60dcca55d7c53582d0eb7bd7c7c2e,no,no,True,True,,857,clean_holdout_natural,det-counterfactual,cladder:9938
no,True,no,False,True,b35cc1c3f8d430adf7badcad3bf8c64281bef2a49bf0aafeb9c9f831e7976e15,no,no,True,True,,858,clean_holdout_natural,correlation,cladder:26967
yes,True,yes,False,True,3ca5791a2aca1ff53ae1c608ec67c0daed4d1013ab95d42197c5c100c0036a09,yes,yes,True,True,,859,clean_holdout_natural,det-counterfactual,cladder:30375
no,True,no,False,True,956aacb920b7d10b64701d0b73aae3cfc125fc72601626c21895f1dd29efe062,no,yes,False,True,,860,clean_holdout_natural,det-counterfactual,cladder:10311
no,True,no,False,True,a055d8d8ee5db9375384fbafe524521374967e2c2460f2a369e39e676a340114,no,no,True,True,,861,clean_holdout_natural,ate,cladder:24602
yes,True,yes,False,True,122975f4ac4bab100f1b001f10e3816820061d6a4499f97c0a2fc693a1b87ed6,yes,yes,True,True,,862,clean_holdout_natural,ate,cladder:27014
yes,True,yes,False,True,672942463ea50b0bff6569ebca87b729db9bb13ed674323812772af042669517,yes,yes,True,True,,863,clean_holdout_natural,correlation,cladder:29515
yes,True,yes,False,True,83dcabbbe0c303e0fecf737211690eafbf1ae2d592e0ea0d08955642d0f49673,yes,yes,True,True,,864,clean_holdout_natural,det-counterfactual,cladder:20674
yes,True,yes,False,True,e74c784be72eb20fe52ce38f1357a7ad6f180b520d049db804e2463f35279793,yes,yes,True,True,,865,clean_holdout_natural,correlation,cladder:24258
yes,False,yes,False,False,575a68987a316bc818cb4134f5c8740af4692c5073a0aa5c7cd70b83ff9fd0f6,no,yes,False,True,,866,clean_holdout_natural,marginal,cladder:10904
yes,True,yes,False,True,608ef10591f2716f6dddb6e96400fae66608c885ff75752a79f71590690fa7d4,yes,yes,True,True,,867,clean_holdout_natural,ett,cladder:27376
yes,True,yes,False,True,ce06bf7540f35ee9bc0e82bad6bb8962f090ab3ca711a43aae4814ea57759212,yes,yes,True,True,,868,clean_holdout_natural,nde,cladder:6156
no,True,no,False,True,414f18a05b5da48f7826c6c093aeacb01a10ea8740f1ee3aac014210c6ca4e6a,no,no,True,True,,869,clean_holdout_natural,correlation,cladder:25498
no,True,no,False,True,82a3fc81faf8868f2567f406776ca27517c2c29434965b847e88128fb0246032,no,no,True,True,,870,clean_holdout_natural,marginal,cladder:25801
no,True,no,False,True,154e31c6df395528a3d12182ec383d905f4386ac551708c84ae015547145d242,no,no,True,True,,871,clean_holdout_natural,ett,cladder:23116
yes,True,yes,False,True,db9ed141f87720d9f30b33c698496f3c47bbab8bb5d26ddee1add7c1a4947a4c,yes,yes,True,True,,872,clean_holdout_natural,ate,cladder:11480
yes,True,yes,False,True,a077aaaaf044d91d544615f73fc4f6ef01ae296141cc609773bf286060e70bed,yes,yes,True,True,,873,clean_holdout_natural,correlation,cladder:5212
no,True,no,False,True,a047a209226c41513953e4e04e1957bf6bb676083e87fb7c46e479c42c21694a,no,no,True,True,,874,clean_holdout_natural,ate,cladder:21327
yes,True,yes,False,True,19ae76cfec45b51a68b5fb757b93bdd7ec910fe6e60f96835a78b736a1e6740c,yes,yes,True,True,,875,clean_holdout_natural,marginal,cladder:1005
no,False,no,False,False,62e703081a643a82678c0471e4d90d19877349b40c0db430b8084e713562f086,yes,yes,True,True,,876,clean_holdout_natural,collider_bias,cladder:13087
no,True,no,False,True,a05997d8088f5afa1ce1d5489f3aa545ca59109ef0f7940bb271dceed3cd3116,no,no,True,True,,877,clean_holdout_natural,nie,cladder:26487
yes,True,yes,False,True,466f069c4a55e23d92045584169621da99ec600944f51d6dfd0ac9c6a1ba5b29,yes,yes,True,True,,878,clean_holdout_natural,ate,cladder:23179
yes,True,yes,False,True,5f5d32e1d9bbf8b61bc39eb76c59839f753d42bfbf60c985893ba9ba21eac339,yes,yes,True,True,,879,clean_holdout_natural,nie,cladder:13692
yes,True,yes,False,True,a7b29b23e1c90b1f3686053a991b39993d583c593fe1599caaccfa66036823df,yes,yes,True,True,,880,clean_holdout_natural,exp_away,cladder:26984
no,True,no,False,True,b188745a3a9d20dac4feba65bccd0f0866baa93de16e7d9a615957d06e81ee73,no,yes,False,True,,881,clean_holdout_natural,det-counterfactual,cladder:30326
yes,True,yes,False,True,9a7dae96321520191fde29624c7f9477824ac65376d3dcfbf7d623e5f06f46ea,yes,yes,True,True,,882,clean_holdout_natural,nie,cladder:15640
yes,True,yes,False,True,8af37488ad0ff57abd623962f759b60f63a29211017ca74cde44c8b8f2a66f68,yes,yes,True,True,,883,clean_holdout_natural,ate,cladder:27126
no,False,no,False,False,7f3ccf40c4ea92e92329136c91c838578b2d9ffeb0ed7b64b556a1b48cbc8aec,yes,yes,True,True,,884,clean_holdout_natural,collider_bias,cladder:17940
no,True,no,False,True,a7364f0067bb58dc98d0cbabd53a45b3b5f3a19fa9e08be10bc63e1c9063939d,no,no,True,True,,885,clean_holdout_natural,correlation,cladder:2234
yes,True,yes,False,True,33e5ae9349fa71dbc9d7176cca80a5722847651e7ddd0173041749ba259e559d,yes,yes,True,True,,886,clean_holdout_natural,ate,cladder:4015
no,True,no,False,True,a1b1e81f58bd1334bf2eca5f1b7c627a62012ddb41dd0c5a05ff01bbb7f3df9f,no,no,True,True,,887,clean_holdout_natural,ett,cladder:6786
yes,True,yes,False,True,7bf6d386c94cf7408163876fdf5ec7f7cdd6564910fa4fc3cf45a7da079dc9bc,yes,yes,True,True,,888,clean_holdout_natural,ate,cladder:15545
yes,False,yes,False,False,69e9e87270f1e69c26f32efcacce02d5c462b201c543aff1a59c617fa031443c,no,yes,False,True,,889,clean_holdout_natural,nie,cladder:1319
yes,True,yes,False,True,fc4d01820d180ee1c78ab4e7faf0f31901b8f11f9cd010dc11f63c8d8c0669f9,yes,yes,True,True,,890,clean_holdout_natural,correlation,cladder:26133
no,True,no,False,True,55c5eace6119b6821218bb7d8fb75e1e5a8d91fdf23b8dc6e8cfc26a30bf5fd5,no,no,True,True,,891,clean_holdout_natural,marginal,cladder:29486
no,True,no,False,True,008e0361ceadfa9498149c3e464f499a3a1140374453d34cc699163923be634e,no,no,True,True,,892,clean_holdout_natural,nie,cladder:24877
yes,True,yes,False,True,2cc81e81aaf51bfdcbd11990d30f2dccecb74a36974a5ff4b96e7399b1f41a4d,yes,yes,True,True,,893,clean_holdout_natural,ett,cladder:24634
no,True,no,False,True,b5fb227b31beb9e40b30d78923697f239e9cb89fba0167142325827a1ac251dd,no,no,True,True,,894,clean_holdout_natural,nde,cladder:19218
yes,True,yes,False,True,6ebf90e6c7360ace342573bc23ad91e140fb993d6bc7419d80ab19f53e87655a,yes,no,False,True,,895,clean_holdout_natural,det-counterfactual,cladder:20641
yes,True,yes,False,True,689fee0c7bd87355b77a541c5696f039e9bd2efe6802183e564f85912404df0c,yes,yes,True,True,,896,clean_holdout_natural,ate,cladder:27740
yes,True,yes,False,True,05b5c068e0ae4b5de7507dd092389f2a4c31cfcd7ae133d7322d6805fe1db610,yes,yes,True,True,,897,clean_holdout_natural,det-counterfactual,cladder:10064
no,True,no,False,True,a163fdac701bbd238a6cf23f5674918d75bf3767a486befb10178914e6075db6,no,no,True,True,,898,clean_holdout_natural,marginal,cladder:19231
yes,False,yes,False,False,32ff33a4a0eda0e4bc2c0ec2a009bd6ef7c28df53517d13d0e3fa6c2a41a9332,no,yes,False,True,,899,clean_holdout_natural,nde,cladder:1170
no,True,no,False,True,22e34ed2e3d37ed2c8b20af69795e55bb9c967b21feb318ea44449f0c2f6c538,no,no,True,True,,900,clean_holdout_natural,correlation,cladder:6637
yes,True,yes,False,True,0fe4ac9f4b6e6575af2ab699042f440ac60cc6322982d5150a0754f9ff82bd1e,yes,yes,True,True,,901,clean_holdout_natural,nie,cladder:13811
yes,True,yes,False,True,3e2525d19b35ec3798e13caa6e6d0c9e13b0fc633ab69b326af2ed1e2a12d11e,yes,yes,True,True,,902,clean_holdout_natural,det-counterfactual,cladder:29746
no,True,no,False,True,37d416473eabdbf3e12e4366b8855b2f92ccc31d84b884371a7d170cfc8aca08,no,no,True,True,,903,clean_holdout_natural,nie,cladder:2285
yes,True,yes,False,True,475d57e56e0955ef58035e48a1c259aeb869ff88b42ba95549c7e8703bc0fa46,yes,yes,True,True,,904,clean_holdout_natural,ett,cladder:15653
no,True,no,False,True,7e03eb6d8c05e12e111cef1f19998492d77757aad7e6d2b3ab1c57a36997f242,no,no,True,True,,905,clean_holdout_natural,ate,cladder:24633
yes,True,yes,False,True,9d50d5a679a244b805ed7edab5bcb3d3b5b3676ae7346f4ee02fa3e023d215b9,yes,yes,True,True,,906,clean_holdout_natural,correlation,cladder:7034
yes,True,yes,False,True,60a54d252a5f52b815892a60fe695f9b715c95f25a48d9bc956ccdc960799806,yes,yes,True,True,,907,clean_holdout_natural,correlation,cladder:3303
no,True,no,False,True,9fea4f75fe2e384af2bb87be4c6bb1fde5aff9783a4f721f7a4d3d6fb2eccf8b,no,no,True,True,,908,clean_holdout_natural,ett,cladder:18357
no,True,no,False,True,9523b2e1a5d807e4c3783ca33b7966ef5ab4733aefa1f6c9c0765727e3ac9f29,no,no,True,True,,909,clean_holdout_natural,ett,cladder:19110
no,True,no,False,True,58c2b509b8aa4ed3350a34a4e5e9db2f4a127bd2dba217a0b31a0ce626a1df3b,no,yes,False,True,,910,clean_holdout_natural,det-counterfactual,cladder:20054
yes,True,yes,False,True,3579238fdb03ccaa2198c228262dab8a6fab98a7ae7ed754910a0e79c9cab8b3,yes,yes,True,True,,911,clean_holdout_natural,correlation,cladder:10457
yes,True,yes,False,True,cde06ac6e3718656cfe28f3afebf7e2a277d59689c7d42bd90d33f90d87b2349,yes,yes,True,True,,912,clean_holdout_natural,det-counterfactual,cladder:10253
no,True,no,False,True,d51ae9646ce16c74136a798899c2c0a666ba8f399936ead782682dbbea9211f8,no,no,True,True,,913,clean_holdout_natural,ate,cladder:10770
yes,False,yes,False,False,59447e0284683ff67647048bc25843df1c83bb18352e208d21d2b6f2ccbcc5f0,no,no,True,True,,914,clean_holdout_natural,nde,cladder:1047
yes,True,yes,False,True,ceb5cff549ea70464d8592c9619d074f5cf02d3abdb9c609d53b2d38ce3f178a,yes,yes,True,True,,915,clean_holdout_natural,correlation,cladder:12171
no,True,no,False,True,1ad66d6d55efa75f182594defce0a73fed0e99940f17e720ef4fae56d1c2065e,no,no,True,True,,916,clean_holdout_natural,ate,cladder:22488
no,True,no,False,True,39b88abbcf708f485c1f2d42f0216aade453a99f45eb50957ec5a9884410e717,no,no,True,True,,917,clean_holdout_natural,nie,cladder:21961
no,True,no,False,True,ce7f99f8e49ce024dc9342fc48c897339d20f3ccf98e992392142c5a8493f235,no,no,True,True,,918,clean_holdout_natural,exp_away,cladder:7510
yes,True,yes,False,True,8d51ec72975dc9edaf22ba02b79defead1b0b59b980082efac4ca2af3c373eae,yes,yes,True,True,,919,clean_holdout_natural,marginal,cladder:11140
no,False,no,False,False,9b60c256fff28a9b5a018a305d50e728ad0270e9d2c8c02f3783e7ec9ba48cac,yes,no,False,True,,920,clean_holdout_natural,ett,cladder:16468
no,True,no,False,True,5adfb75f1e272f623747a79bedc0983a28d6dd6572bb1294e46246ac75be200e,no,no,True,True,,921,clean_holdout_natural,ett,cladder:3847
no,True,no,False,True,a3501396d8772655e6a79cc729397561cdc66864eab653b0c5ab07a110165e2a,no,no,True,True,,922,clean_holdout_natural,ate,cladder:3868
yes,True,yes,False,True,cb708bd0dab21efe8d9d6c80976a2c7a4176722d921e3c6fb38d7f8d05bf7c23,yes,yes,True,True,,923,clean_holdout_natural,exp_away,cladder:6711
no,True,no,False,True,cb9146a3674aaf2bd1653553270a092c0669fc16d01f075f61daf253244d28b5,no,no,True,True,,924,clean_holdout_natural,correlation,cladder:458
no,True,no,False,True,f13d98639cc59d45850be23d3fec6fbdc0adf02dc86905a8c4db00853e331621,no,no,True,True,,925,clean_holdout_natural,correlation,cladder:11390
no,True,no,False,True,4f768688437c4284719d06a3ba077fe5cbcc6b3d3d295d9cc2f91888c67b36d3,no,no,True,True,,926,clean_holdout_natural,correlation,cladder:655
yes,True,yes,False,True,1b4afba56bd526bcb31852a1c3eb2b0a60fea93ab4dd66eb55bd317d9bccc18a,yes,yes,True,True,,927,clean_holdout_natural,marginal,cladder:2895
yes,True,yes,False,True,19a37a51b80811c6b8ba8a25b21c1d257c485a98764873d5c3fec13f8dbeb964,yes,yes,True,True,,928,clean_holdout_natural,det-counterfactual,cladder:20214
no,True,no,False,True,6af70010af1566c204092fd4a85353a0b8d04fd07cddce564c5d1aebd1a95466,no,no,True,True,,929,clean_holdout_natural,ate,cladder:2464
yes,True,yes,False,True,fd1ad67e8b9519181d0ac29ed03afa16adf0d6a904491b17b8bc89cb279213c2,yes,yes,True,True,,930,clean_holdout_natural,ate,cladder:21439
no,False,no,False,False,b1f6187bf20e162251a83c65b005b445a94a505f860f7e9e58eb7f7506c22eca,yes,no,False,True,,931,clean_holdout_natural,ett,cladder:21881
yes,True,yes,False,True,6fba5928855179b35f23f098bd9f193e9240a4f60ad69b0ac10e106dc59a9ba5,yes,yes,True,True,,932,clean_holdout_natural,marginal,cladder:5119
yes,True,yes,False,True,27df64c01ef157aa22734113d33a75a2c9eed32302805bdcc6efebee488d36ae,yes,yes,True,True,,933,clean_holdout_natural,backadj,cladder:13143
yes,True,yes,False,True,4be1f70a40ab0c733ab4e6f2990438770ad54aa950e6139a692cedb1a549749b,yes,yes,True,True,,934,clean_holdout_natural,det-counterfactual,cladder:30671
yes,True,yes,False,True,7557b960a16da40032d39f8036028c493387ea1224a035bdf8816e27a09312ab,yes,yes,True,True,,935,clean_holdout_natural,ett,cladder:1071
yes,False,yes,False,False,873e3cff195e4a3e95cf865b0b74987b0499f37d56750bdee4453c76ad048af7,no,no,True,True,,936,clean_holdout_natural,nde,cladder:1142
yes,True,yes,False,True,96321ea29182cdb5e4e2845c3d0429475dc12b683f6b8bfc0ac8d148d25be954,yes,yes,True,True,,937,clean_holdout_natural,ate,cladder:19796
yes,True,yes,False,True,7cf5c110cd55a974660a487a83a74159f53260679ec0f74909fccb76074f4f04,yes,yes,True,True,,938,clean_holdout_natural,ate,cladder:21598
yes,True,yes,False,True,03e4e28332e2b512e3c3ff5f47c2556baf5ea198020bfdbafd60f88dae87785a,yes,yes,True,True,,939,clean_holdout_natural,ate,cladder:24972
no,True,no,False,True,44b396da81ccd145a7045d55dfc13e2dfa31cf842101b52d32712bf519e748a8,no,no,True,True,,940,clean_holdout_natural,marginal,cladder:16480
yes,True,yes,False,True,d41d814e7ac87080bdb88180c979fa6bf520eb036238b4084bf4b4a190865f71,yes,yes,True,True,,941,clean_holdout_natural,marginal,cladder:26288
yes,True,yes,False,True,2583fe109075b631c95ba6e458e6a1b7e3b643c4a8f72fa46afd5f6a0046f1d9,yes,yes,True,True,,942,clean_holdout_natural,marginal,cladder:10891
no,True,no,False,True,c253bde0d6ac1678c2db4f4d08081e87fdc260d80e9e8034cdc030a46f2f000f,no,no,True,True,,943,clean_holdout_natural,ate,cladder:1782
no,True,no,False,True,3d88fd735c40ed558079fd823ba51f88babd1454b96c7e49835f1240952abe4a,no,no,True,True,,944,clean_holdout_natural,nie,cladder:407
yes,True,yes,False,True,6b7a54274bb49d4d5d3f07f98e4454d23ac64284af3cdfc0df560e5be90712c9,yes,yes,True,True,,945,clean_holdout_natural,exp_away,cladder:17843
no,True,no,False,True,22b8f036f4972863ac8d0c1edf2fb90de8cf7287b32d46705b99f2af94f42cb1,no,no,True,True,,946,clean_holdout_natural,ate,cladder:16276
yes,True,yes,False,True,092f5114d9f8894d29dc2924d2874db62281d9b24fdef6d3db3a0a6cd09de5ed,yes,yes,True,True,,947,clean_holdout_natural,marginal,cladder:25290
yes,True,yes,False,True,50e882b8f1ae5116cfca4d3da5aca535fdffdbd62e89a478226f5fdf76e2d30b,yes,yes,True,True,,948,clean_holdout_natural,correlation,cladder:28161
no,True,no,False,True,f3775c25c66773d72590c703daa4d1b28781ece28a7d71ab33be168d0b5f3141,no,no,True,True,,949,clean_holdout_natural,ett,cladder:918
yes,True,yes,False,True,4f8a66d5226faad83875affd1e1cf6a0ed8d19aa8c25fe3ec8f197481dcbf36d,yes,yes,True,True,,950,clean_holdout_natural,det-counterfactual,cladder:19943
yes,True,yes,False,True,beff0d30588cc5e96d5d8f5a99e2d05013dfaf8da823b9ba1bc072bba9df9f9c,yes,yes,True,True,,951,clean_holdout_natural,det-counterfactual,cladder:10026
yes,True,yes,False,True,9aa287f0dddac7c31b1ebb3680ed75e1e7dc0e59fa51f7378f290df34718c2af,yes,yes,True,True,,952,clean_holdout_natural,correlation,cladder:29565
no,True,no,False,True,15bbab8e37238860baf931474b30060d46c9b193f5899537a9f7981321e5e6c0,no,no,True,True,,953,clean_holdout_natural,ate,cladder:10399
yes,True,yes,False,True,e4d9161f5a089b2816017af871ccdbb3e12e87bdb8804d8657822ec60fdae924,yes,yes,True,True,,954,clean_holdout_natural,det-counterfactual,cladder:10360
no,True,no,False,True,fcee57a85dade4d586ec56229061987400223711b879c5d08df6985cdde19121,no,no,True,True,,955,clean_holdout_natural,exp_away,cladder:6772
no,True,no,False,True,1f93db40e727e4d3b6a7bb2147eeb9c4f7ee5c66496de1a9bddd90d4b05c0414,no,no,True,True,,956,clean_holdout_natural,nde,cladder:29263
